title,genre,director,year,duration,gross,budget,cast_facebook_likes,votes,reviews,rating
Alien 3,Action,David Fincher,1992,145,55473600,50000000,1543,207686,986,6.4
The Mighty Ducks,Comedy,Stephen Herek,1992,100,50752337,10000000,3362,44502,68,6.4
Death Becomes Her,Comedy,Robert Zemeckis,1992,104,58422650,55000000,25599,78974,222,6.4
Home Alone 2: Lost in New York,Adventure,Chris Columbus,1992,120,173585516,18000000,7860,200077,226,6.6
Hoffa,Biography,Danny DeVito,1992,140,24276500,35000000,1394,17124,100,6.6
Lethal Weapon 3,Action,Richard Donner,1992,121,144731527,35000000,1446,128010,204,6.7
Light Sleeper,Crime,Paul Schrader,1992,103,1100000,5000000,1201,3665,58,6.8
El Mariachi,Action,Robert Rodriguez,1992,81,2040920,7000,147,52055,186,6.9
Patriot Games,Action,Phillip Noyce,1992,117,83287363,45000000,12757,81442,184,6.9
Radio Flyer,Drama,Richard Donner,1992,114,4651977,35000000,4334,10410,81,6.9
Batman Returns,Action,Tim Burton,1992,126,162831698,80000000,2899,215255,763,7
Wayne's World,Comedy,Penelope Spheeris,1992,94,121697350,20000000,4263,114610,237,7
A League of Their Own,Comedy,Penny Marshall,1992,128,107458785,40000000,16751,71754,207,7.2
My Cousin Vinny,Comedy,Jonathan Lynn,1992,120,52929168,11000000,3280,82743,255,7.5
Bram Stoker's Dracula,Fantasy,Francis Ford Coppola,1992,155,82522790,40000000,42220,143835,835,7.5
Army of Darkness,Comedy,Sam Raimi,1992,88,11501093,13000000,3913,128850,825,7.6
A Few Good Men,Drama,Rob Reiner,1992,138,141340178,40000000,14619,181879,400,7.6
Malcolm X,Biography,Spike Lee,1992,202,48169908,33000000,20143,63923,217,7.7
The Muppet Christmas Carol,Comedy,Brian Henson,1992,89,27281507,12000000,534,33850,222,7.7
The Last of the Mohicans,Action,Michael Mann,1992,117,72455275,40000000,2144,113068,471,7.8
Glengarry Glen Ross,Crime,James Foley,1992,100,10725228,12500000,32288,75675,485,7.8
Aladdin,Adventure,Ron Clements,1992,90,217350219,28000000,52970,260939,368,8
Unforgiven,Drama,Clint Eastwood,1992,131,101157447,14400000,28544,277505,626,8.3
Reservoir Dogs,Crime,Quentin Tarantino,1992,99,2812029,1200000,28994,664719,1104,8.4
RoboCop 3,Action,Fred Dekker,1993,104,10696210,23500000,3148,35018,255,3.9
Jason Goes to Hell: The Final Friday,Fantasy,Adam Marcus,1993,91,15935068,2500000,2899,19331,429,4.3
Teenage Mutant Ninja Turtles III,Action,Stuart Gillard,1993,96,42660000,17000000,1254,25086,147,4.8
Excessive Force,Action,Jon Hess,1993,87,1200000,3000000,1139,922,42,5.1
Warlock: The Armageddon,Fantasy,Anthony Hickox,1993,98,3902679,3000000,1806,3943,71,5.3
Nowhere to Run,Action,Robert Harmon,1993,94,22189039,15000000,2210,17074,80,5.5
The Nutcracker,Family,Emile Ardolino,1993,92,2119994,19000000,2,1153,25,5.7
Sugar Hill,Drama,Leon Ichaso,1993,123,18272447,10000000,2149,3119,49,5.9
Poetic Justice,Drama,John Singleton,1993,109,27515786,14000000,1620,8904,43,5.9
Loaded Weapon 1,Action,Gene Quintano,1993,84,27979400,8200000,12322,37611,91,6.1
Last Action Hero,Action,John McTiernan,1993,130,50016394,70000000,2407,106528,337,6.2
Airborne,Adventure,Rob Bowman,1993,91,2850263,2600000,1218,5061,79,6.2
The Adventures of Huck Finn,Adventure,Stephen Sommers,1993,108,24103594,6500000,4840,6384,68,6.2
Cliffhanger,Action,Renny Harlin,1993,124,84049211,70000000,15229,96096,246,6.4
The Pelican Brief,Crime,Alan J. Pakula,1993,141,100768056,45000000,30063,59569,132,6.5
Only the Strong,Action,Sheldon Lettich,1993,99,3273588,6000000,382,4195,67,6.7
Hocus Pocus,Comedy,Kenny Ortega,1993,96,39514713,28000000,1275,60494,168,6.7
The Firm,Drama,Sydney Pollack,1993,154,158348400,42000000,14244,88844,198,6.8
Cool Runnings,Adventure,Jon Turteltaub,1993,98,68856263,15000000,2496,69733,136,6.9
Mrs. Doubtfire,Comedy,Chris Columbus,1993,125,219200000,25000000,52201,181380,280,6.9
Alive,Adventure,Frank Marshall,1993,120,36733909,32000000,2054,38949,155,7.1
Ruby in Paradise,Drama,Victor Nunez,1993,114,1001437,800000,423,2039,39,7.2
The Age of Innocence,Drama,Martin Scorsese,1993,139,32000000,30000000,1068,36267,206,7.2
Menace II Society,Crime,Albert Hughes,1993,97,27900000,3500000,3036,39508,124,7.5
Dazed and Confused,Comedy,Richard Linklater,1993,102,7993039,6900000,18643,120036,560,7.7
Gettysburg,Drama,Ron Maxwell,1993,271,10769960,25000000,2107,21940,278,7.7
Philadelphia,Drama,Jonathan Demme,1993,125,77324422,26000000,33865,178731,329,7.7
Tombstone,Action,George P. Cosmatos,1993,134,56505065,25000000,4453,95241,523,7.8
The Fugitive,Action,Andrew Davis,1993,130,183875760,44000000,13357,213668,389,7.8
What's Eating Gilbert Grape,Drama,Lasse Hallstrom,1993,118,9170214,11000000,69746,171882,372,7.8
True Romance,Action,Tony Scott,1993,121,12281500,13000000,23602,163492,582,8
"Blood In, Blood Out",Crime,Taylor Hackford,1993,330,4496583,35000000,3227,23181,141,8
Jurassic Park,Adventure,Steven Spielberg,1993,127,356784000,63000000,2129,613473,1203,8.1
Groundhog Day,Comedy,Harold Ramis,1993,101,70906973,14600000,15500,437418,756,8.1
Schindler's List,Biography,Steven Spielberg,1993,185,96067179,22000000,15233,865020,1447,8.9
Police Academy: Mission to Moscow,Comedy,Alan Metter,1994,83,126247,6200000,17469,24958,120,3.3
3 Ninjas Kick Back,Action,Charles T. Kanganis,1994,93,11784000,20000000,1151,6701,31,4.3
On Deadly Ground,Action,Steven Seagal,1994,101,38590500,50000000,1860,17997,187,4.4
The Flintstones,Comedy,Brian Levant,1994,91,130512915,45000000,3244,60884,120,4.8
Ri¢hie Ri¢h,Comedy,Donald Petrie,1994,95,38087756,40000000,4634,49612,58,5.2
Beverly Hills Cop III,Action,John Landis,1994,104,42610000,55000000,1093,60293,150,5.5
A Low Down Dirty Shame,Action,Keenen Ivory Wayans,1994,100,29392418,10000000,3190,3924,34,5.8
Baby's Day Out,Adventure,Patrick Read Johnson,1994,99,16671505,50000000,2949,33186,100,5.9
The Shadow,Action,Russell Mulcahy,1994,93,32055248,25000000,2711,18723,216,6
Disclosure,Drama,Barry Levinson,1994,128,83000000,55000000,3888,36587,150,6
Renaissance Man,Comedy,Penny Marshall,1994,128,24332324,40000000,3126,13830,73,6.1
Wolf,Drama,Mike Nichols,1994,125,65012000,70000000,1439,43559,196,6.2
The River Wild,Action,Curtis Hanson,1994,111,46815748,45000000,12161,32544,111,6.3
Rapa Nui,Action,Kevin Reynolds,1994,107,305070,20000000,1592,3843,34,6.4
The Santa Clause,Comedy,John Pasquin,1994,97,144833357,22000000,2790,64742,175,6.4
Naked Gun 33 1/3: The Final Insult,Comedy,Peter Segal,1994,83,51109400,30000000,4767,76850,128,6.4
New Nightmare,Fantasy,Wes Craven,1994,107,18090181,8000000,1775,38191,380,6.4
PCU,Comedy,Hart Bochner,1994,79,4350774,8000000,4908,10476,67,6.5
Star Trek: Generations,Action,David Carson,1994,118,75668868,35000000,6427,60504,347,6.6
Wyatt Earp,Adventure,Lawrence Kasdan,1994,212,25052000,63000000,5708,35314,185,6.6
Serial Mom,Comedy,John Waters,1994,95,7881335,13000000,3092,21212,159,6.7
The Client,Crime,Joel Schumacher,1994,119,92115211,45000000,4043,45798,133,6.7
Don Juan DeMarco,Comedy,Jeremy Leven,1994,97,22200000,25000000,52122,41310,161,6.8
The Mask,Action,Chuck Russell,1994,114,119938730,18000000,2085,265818,270,6.9
Clear and Present Danger,Action,Phillip Noyce,1994,141,122012710,62000000,14178,69663,175,6.9
Ace Ventura: Pet Detective,Comedy,Tom Shadyac,1994,78,72217000,12000000,2462,216486,303,6.9
Crooklyn,Comedy,Spike Lee,1994,115,13640000,14000000,3267,6011,64,6.9
Speed,Action,Jan de Bont,1994,116,121248145,25000000,20966,260981,487,7.2
True Lies,Action,James Cameron,1994,141,146282411,115000000,4528,190439,445,7.2
Dumb & Dumber,Comedy,Peter Farrelly,1994,113,127175354,16000000,2985,288451,522,7.3
Little Women,Drama,Gillian Armstrong,1994,115,50003300,15000000,29370,36624,159,7.3
Bullets Over Broadway,Comedy,Woody Allen,1994,98,13383737,20000000,4302,29385,153,7.5
Legends of the Fall,Drama,Edward Zwick,1994,133,66528842,30000000,26388,112175,386,7.5
The Crow,Action,Alex Proyas,1994,98,50693162,23000000,2630,136580,663,7.6
Interview with the Vampire: The Vampire Chronicles,Drama,Neil Jordan,1994,123,105264608,60000000,25697,239752,526,7.6
Clerks,Comedy,Kevin Smith,1994,102,3151130,230000,2103,181749,751,7.8
Ed Wood,Biography,Tim Burton,1994,127,5887457,18000000,56585,142416,568,7.9
Hoop Dreams,Documentary,Steve James,1994,170,7830611,700000,15,18980,127,8.3
The Lion King,Adventure,Roger Allers,1994,73,422783777,45000000,6458,644348,842,8.5
Forrest Gump,Comedy,Robert Zemeckis,1994,142,329691196,55000000,15700,1251222,1547,8.8
Pulp Fiction,Crime,Quentin Tarantino,1994,178,107930000,8000000,16557,1324680,2410,8.9
The Shawshank Redemption,Crime,Frank Darabont,1994,142,28341469,25000000,13495,1689764,4343,9.3
Vampire in Brooklyn,Comedy,Wes Craven,1995,100,19900000,20000000,2348,17262,87,4.5
Halloween: The Curse of Michael Myers,Horror,Joe Chappelle,1995,93,15126948,5000000,1227,20815,458,4.9
Congo,Action,Frank Marshall,1995,109,81022333,50000000,1761,34471,202,5
Jade,Crime,William Friedkin,1995,107,9795017,50000000,5461,9227,120,5.1
The Scarlet Letter,Drama,Roland Joffe,1995,135,10400000,50000000,15820,12037,124,5.1
Tank Girl,Action,Rachel Talalay,1995,104,4064333,25000000,9662,24790,233,5.2
Under Siege 2: Dark Territory,Action,Geoff Murphy,1995,92,50024083,60000000,2318,35918,173,5.4
Batman Forever,Action,Joel Schumacher,1995,121,184031112,100000000,2880,190786,683,5.4
Virtuosity,Action,Brett Leonard,1995,106,24048000,30000000,20772,23579,132,5.5
Money Train,Action,Joseph Ruben,1995,105,35324232,68000000,1132,32224,102,5.6
Cutthroat Island,Action,Renny Harlin,1995,124,11000000,98000000,3611,21102,230,5.6
Mortal Kombat,Action,Paul W.S. Anderson,1995,101,70360285,18000000,3816,81783,355,5.8
The Net,Action,Irwin Winkler,1995,114,50728000,22000000,1725,48909,219,5.8
Species,Action,Roger Donaldson,1995,108,60054449,35000000,1715,61018,237,5.8
Kiss of Death,Action,Barbet Schroeder,1995,101,14942422,40000000,14008,14226,100,5.9
First Knight,Action,Jerry Zucker,1995,134,37600435,55000000,1695,55350,233,5.9
The Indian in the Cupboard,Drama,Frank Oz,1995,96,35617599,45000000,2965,20688,72,5.9
Casper,Comedy,Brad Silberling,1995,100,100328194,50000000,2638,85903,118,6
Waterworld,Action,Kevin Reynolds,1995,176,88246220,175000000,1004,144337,400,6.1
Tales from the Hood,Comedy,Rusty Cundieff,1995,98,11797927,6000000,3221,4582,77,6.1
The Perez Family,Comedy,Mira Nair,1995,113,2832826,11000000,3072,1761,34,6.2
Hackers,Comedy,Iain Softley,1995,107,7564000,20000000,13821,54650,302,6.2
Ace Ventura: When Nature Calls,Adventure,Steve Oedekerk,1995,90,108360000,30000000,2203,160321,237,6.3
The Incredibly True Adventure of Two Girls in Love,Comedy,Maria Maggenti,1995,94,1977544,250000,656,3513,59,6.5
The Prophecy,Action,Gregory Widen,1995,98,16115878,8000000,13433,24438,250,6.6
Outbreak,Action,Wolfgang Petersen,1995,127,67823573,50000000,30383,91176,194,6.6
Pocahontas,Adventure,Mike Gabriel,1995,84,141600000,55000000,26754,119675,308,6.6
The Brothers McMullen,Comedy,Edward Burns,1995,98,10246600,25000,388,6375,72,6.6
Home for the Holidays,Comedy,Jodie Foster,1995,103,17518220,20000000,25263,9105,121,6.6
Copycat,Crime,Jon Amiel,1995,123,32051917,20000000,12338,42315,197,6.6
Tales from the Crypt: Demon Knight,Action,Ernest R. Dickerson,1995,92,21088568,13000000,3931,16646,170,6.7
Four Rooms,Comedy,Allison Anders,1995,110,4301331,4000000,7921,78241,228,6.7
Bad Boys,Action,Michael Bay,1995,119,65807024,19000000,11013,172405,266,6.8
Clueless,Comedy,Amy Heckerling,1995,97,56631572,12000000,1724,123390,336,6.8
To Die For,Comedy,Gus Van Sant,1995,106,21200000,20000000,3598,34774,221,6.8
The American President,Comedy,Rob Reiner,1995,114,65000000,62000000,2668,43027,289,6.8
Things to Do in Denver When You're Dead,Crime,Gary Fleder,1995,115,529766,7000000,14889,22345,196,6.8
Rob Roy,Adventure,Michael Caton-Jones,1995,139,31600000,28000000,16125,34427,170,6.9
Get Shorty,Comedy,Barry Sonnenfeld,1995,105,72077000,30250000,3439,62986,246,6.9
Kids,Drama,Larry Clark,1995,91,7417210,1500000,3310,59041,479,7
Nixon,Biography,Oliver Stone,1995,212,13560960,50000000,21130,23996,244,7.1
Desperado,Action,Robert Rodriguez,1995,104,25625110,7000000,33758,138707,295,7.2
Mallrats,Comedy,Kevin Smith,1995,123,2122561,6000000,3254,99033,527,7.2
Crimson Tide,Action,Tony Scott,1995,123,91400000,53000000,30132,81026,276,7.3
Friday,Comedy,F. Gary Gray,1995,97,27900000,3500000,3455,74626,177,7.3
Mr. Holland's Opus,Drama,Stephen Herek,1995,143,82528097,6500000,2223,30230,196,7.3
Welcome to the Dollhouse,Comedy,Todd Solondz,1995,88,4771000,800000,1502,26513,248,7.5
The Bridges of Madison County,Drama,Clint Eastwood,1995,135,70960517,35000000,27237,54631,261,7.5
Die Hard with a Vengeance,Action,John McTiernan,1995,128,100012500,90000000,14274,299258,494,7.6
Apollo 13,Adventure,Ron Howard,1995,140,172071312,62000000,17171,208817,455,7.6
Leaving Las Vegas,Drama,Mike Figgis,1995,111,31968347,3600000,14823,93894,409,7.6
Sense and Sensibility,Drama,Ang Lee,1995,136,42700000,16500000,41059,78392,265,7.7
Before Sunrise,Drama,Richard Linklater,1995,105,5400000,2500000,36,183288,516,8.1
Casino,Biography,Martin Scorsese,1995,178,42438300,52000000,24183,333542,666,8.2
Toy Story,Adventure,John Lasseter,1995,74,191796233,30000000,19046,623757,557,8.3
Braveheart,Biography,Mel Gibson,1995,178,75600000,72000000,1976,736638,1197,8.4
The Usual Suspects,Crime,Bryan Singer,1995,106,23272306,6000000,20821,740918,1344,8.6
Se7en,Crime,David Fincher,1995,127,100125340,33000000,22678,1023511,1296,8.6
Striptease,Comedy,Andrew Bergman,1996,117,32800000,40000000,3016,34896,169,4.3
The Island of Dr. Moreau,Horror,John Frankenheimer,1996,99,27663982,40000000,10469,26051,234,4.4
Girl 6,Comedy,Spike Lee,1996,108,4903000,12000000,4497,4961,63,5
Flipper,Adventure,Alan Shapiro,1996,95,20047715,25530000,616,8008,49,5.2
Spy Hard,Action,Rick Friedberg,1996,81,26906039,18000000,2653,29621,103,5.3
Fled,Action,Kevin Hooks,1996,105,17100000,25000000,6152,7073,65,5.3
The Glimmer Man,Action,John Gray,1996,91,20400913,45000000,3855,15455,119,5.3
Bogus,Comedy,Norman Jewison,1996,110,4357000,30000000,3864,5176,45,5.3
Maximum Risk,Action,Ringo Lam,1996,101,14095303,25000000,1634,15814,118,5.4
Jingle All the Way,Comedy,Brian Levant,1996,94,60573641,60000000,4530,68406,243,5.4
Chain Reaction,Action,Andrew Davis,1996,107,20550712,50000000,31014,40346,142,5.6
A Thin Line Between Love and Hate,Comedy,Martin Lawrence,1996,108,34746109,8000000,3023,3122,25,5.6
The Nutty Professor,Comedy,Tom Shadyac,1996,95,128769345,54000000,3155,86556,156,5.6
The Juror,Drama,Brian Gibson,1996,118,44834712,44000000,26907,13995,90,5.6
Escape from L.A.,Action,John Carpenter,1996,101,25407250,50000000,15935,54021,331,5.7
Sgt. Bilko,Comedy,Jonathan Lynn,1996,93,30400000,39000000,2176,17810,96,5.7
Thinner,Fantasy,Tom Holland,1996,93,15171475,8500000,2777,19805,195,5.7
The Fan,Action,Tony Scott,1996,116,18573791,55000000,24618,38533,139,5.8
Daylight,Action,Rob Cohen,1996,114,32885565,80000000,25126,53132,162,5.8
Mary Reilly,Drama,Stephen Frears,1996,108,5600000,47000000,8349,11913,143,5.8
Harriet the Spy,Comedy,Bronwen Hughes,1996,100,26539321,13000000,2486,7984,67,5.9
Faithful,Comedy,Paul Mazursky,1996,91,2104000,13000000,1679,1595,40,5.9
Broken Arrow,Action,John Woo,1996,108,70450000,50000000,2913,77390,261,6
Multiplicity,Comedy,Harold Ramis,1996,117,20101861,45000000,2348,24757,124,6
The Cable Guy,Comedy,Ben Stiller,1996,96,60154431,47000000,3718,122347,417,6
Kama Sutra: A Tale of Love,Crime,Mira Nair,1996,109,4109095,3000000,1292,8239,125,6
Eraser,Action,Chuck Russell,1996,115,101228120,100000000,3454,84424,212,6.1
She's the One,Comedy,Edward Burns,1996,96,9449219,3500000,995,13949,141,6.1
Albino Alligator,Crime,Kevin Spacey,1996,97,326308,5000000,13718,6632,106,6.1
Eye for an Eye,Crime,John Schlesinger,1996,101,53146000,20000000,3174,9845,108,6.1
Blood and Wine,Crime,Bob Rafelson,1996,101,1075288,22000000,2228,7772,97,6.1
Extreme Measures,Crime,Michael Apted,1996,118,17305211,38000000,24547,14066,122,6.1
Up Close & Personal,Drama,Jon Avnet,1996,124,51045801,60000000,3653,11370,88,6.1
Mrs. Winterbourne,Comedy,Richard Benjamin,1996,105,10070000,25000000,5023,5668,70,6.2
The First Wives Club,Comedy,Hugh Wilson,1996,103,105444419,26000000,3143,31817,167,6.2
The Craft,Drama,Andrew Fleming,1996,101,24881000,15000000,1812,57140,288,6.2
City Hall,Drama,Harold Becker,1996,111,20300000,40000000,17877,16741,110,6.2
Mars Attacks!,Action,Tim Burton,1996,106,37754208,70000000,22590,172217,537,6.3
Twister,Action,Jan de Bont,1996,113,241688385,92000000,26239,144053,509,6.3
Space Jam,Adventure,Joe Pytka,1996,88,90443603,80000000,15001,112167,169,6.3
Evita,Biography,Alan Parker,1996,135,49994804,55000000,164,29205,270,6.3
Tin Cup,Comedy,Ron Shelton,1996,135,53854588,45000000,3648,37911,121,6.3
Executive Decision,Action,Stuart Baird,1996,133,68750000,55000000,2916,40858,204,6.4
DragonHeart,Action,Rob Cohen,1996,103,51317350,57000000,2710,78343,199,6.4
Phenomenon,Drama,Jon Turteltaub,1996,123,104632573,32000000,5975,63839,171,6.4
My Fellow Americans,Adventure,Peter Segal,1996,101,22294341,21500000,4629,12278,98,6.5
The Mirror Has Two Faces,Comedy,Barbra Streisand,1996,122,41252428,42000000,13716,11453,98,6.5
Courage Under Fire,Action,Edward Zwick,1996,116,58918501,46000000,33233,40126,172,6.6
White Squall,Adventure,Ridley Scott,1996,129,10300000,38000000,16237,17859,126,6.6
The Funeral,Crime,Abel Ferrara,1996,99,1227324,12500000,3337,6921,96,6.6
Ransom,Crime,Ron Howard,1996,139,136448821,80000000,3667,98989,237,6.6
The Long Kiss Goodnight,Action,Renny Harlin,1996,121,33328051,65000000,1531,60508,379,6.7
Marvin's Room,Drama,Jerry Zaks,1996,98,12782508,23000000,63194,20163,116,6.7
Ghosts of Mississippi,Drama,Rob Reiner,1996,130,13052741,36000000,3968,8531,88,6.7
Set It Off,Action,F. Gary Gray,1996,123,36049108,9000000,3661,10139,99,6.8
Beavis and Butt-Head Do America,Adventure,Mike Judge,1996,81,63071133,12000000,17035,42892,217,6.8
The Ghost and the Darkness,Adventure,Stephen Hopkins,1996,110,38553833,55000000,1752,46239,217,6.8
Flirting with Disaster,Comedy,David O. Russell,1996,92,14891000,7000000,2240,15088,155,6.8
Everyone Says I Love You,Comedy,Woody Allen,1996,101,9714482,20000000,1614,30083,209,6.8
Get on the Bus,Drama,Spike Lee,1996,120,5731103,2400000,5963,4100,63,6.8
Romeo + Juliet,Drama,Baz Luhrmann,1996,120,46338728,14500000,33791,167750,612,6.8
Independence Day,Action,Roland Emmerich,1996,154,306124059,75000000,16785,430055,1041,6.9
The Hunchback of Notre Dame,Animation,Gary Trousdale,1996,91,100117603,100000000,4842,102933,310,6.9
Basquiat,Biography,Julian Schnabel,1996,108,2961991,3300000,11459,15885,120,6.9
That Thing You Do!,Comedy,Tom Hanks,1996,149,25809813,26000000,28713,50311,287,6.9
Kingpin,Comedy,Bobby Farrelly,1996,117,24944213,27000000,16937,63459,247,6.9
Happy Gilmore,Comedy,Dennis Dugan,1996,92,38624000,12000000,13162,156143,366,7
Mission: Impossible,Action,Brian De Palma,1996,110,180965237,80000000,12760,300542,532,7.1
Bottle Rocket,Comedy,Wes Anderson,1996,91,1040879,7000000,648,54478,267,7.1
Trees Lounge,Comedy,Steve Buscemi,1996,95,695229,1300000,14420,11369,108,7.2
Scream,Horror,Wes Craven,1996,103,103001286,15000000,1212,222018,1111,7.2
